to train network for new data press 1 and enter:1
press 1 for sgdm,2 for adam,3 for rmsprop 1
Training on single CPU.
Initializing input data normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|     119 |         119 |       03:17:37 |      100.00% |       0.0011 |          0.0010 |
|     120 |         120 |       03:19:18 |      100.00% |       0.0011 |          0.0010 |
|     121 |         121 |       03:21:02 |      100.00% |       0.0011 |          0.0010 |
|     122 |         122 |       03:22:46 |      100.00% |       0.0011 |          0.0010 |
|     123 |         123 |       03:24:26 |      100.00% |       0.0011 |          0.0010 |
|     124 |         124 |       03:26:14 |      100.00% |       0.0011 |          0.0010 |
|     125 |         125 |       03:28:11 |      100.00% |       0.0011 |          0.0010 |
|     126 |         126 |       03:29:54 |      100.00% |       0.0010 |          0.0010 |
|     127 |         127 |       03:31:39 |      100.00% |       0.0010 |          0.0010 |
|     128 |         128 |       03:33:21 |      100.00% |       0.0010 |          0.0010 |
|     129 |         129 |       03:35:19 |      100.00% |       0.0010 |          0.0010 |
|     130 |         130 |       03:37:04 |      100.00% |       0.0010 |          0.0010 |
|     131 |         131 |       03:38:48 |      100.00% |       0.0010 |          0.0010 |
|     132 |         132 |       03:40:29 |      100.00% |       0.0010 |          0.0010 |
|     133 |         133 |       03:42:13 |      100.00% |       0.0010 |          0.0010 |
|     134 |         134 |       03:43:53 |      100.00% |       0.0010 |          0.0010 |
|     135 |         135 |       03:45:29 |      100.00% |       0.0010 |          0.0010 |
|     136 |         136 |       03:47:12 |      100.00% |       0.0010 |          0.0010 |
|     137 |         137 |       03:48:55 |      100.00% |       0.0009 |          0.0010 |
|     138 |         138 |       03:50:32 |      100.00% |       0.0009 |          0.0010 |
|     139 |         139 |       03:52:12 |      100.00% |       0.0009 |          0.0010 |
|     140 |         140 |       03:53:52 |      100.00% |       0.0009 |          0.0010 |
|     141 |         141 |       03:55:32 |      100.00% |       0.0009 |          0.0010 |
|     142 |         142 |       03:57:11 |      100.00% |       0.0009 |          0.0010 |
|     143 |         143 |       03:59:08 |      100.00% |       0.0009 |          0.0010 |
|     144 |         144 |       04:00:49 |      100.00% |       0.0009 |          0.0010 |
|     145 |         145 |       04:02:37 |      100.00% |       0.0009 |          0.0010 |
|     146 |         146 |       04:04:27 |      100.00% |       0.0009 |          0.0010 |
|     147 |         147 |       04:06:08 |      100.00% |       0.0009 |          0.0010 |
|     148 |         148 |       04:07:58 |      100.00% |       0.0009 |          0.0010 |
|     149 |         149 |       04:09:42 |      100.00% |       0.0009 |          0.0010 |
|     150 |         150 |       04:11:30 |      100.00% |       0.0009 |          0.0010 |
|========================================================================================|
Training finished: Max epochs completed.
enter img no to predict:45
   83.7838

     Rhizopus 

   72.9730

     Rhizopus 

   72.9730

     Rhizopus 

>> 
